industria,anio,valor
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2008.0,75.4430553647479
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2009.0,79.80130227562596
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2010.0,85.76577757389082
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2011.0,89.63429701013096
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2012.0,93.45805600527672
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2013.0,95.38322609775369
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2014.0,99.30807248764415
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2015.0,100.0
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2016.0,102.58061295797145
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2017.0,108.65271802894017
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2018.0,110.70967741935485
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2019.0,114.34913118843275
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2020.0,118.09249940091063
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2021.0,118.57886480319453
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",2022.0,127.69954358232216
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",,139.88158226253464
"Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio",,150.4330833040188
Actividades de apoyo para otras actividades de explotación de minas y canteras,2005.0,76.92307692307693
Actividades de apoyo para otras actividades de explotación de minas y canteras,2006.0,86.8421052631579
Actividades de apoyo para otras actividades de explotación de minas y canteras,2007.0,92.90322580645162
Actividades de apoyo para otras actividades de explotación de minas y canteras,2008.0,102.56410256410255
Actividades de apoyo para otras actividades de explotación de minas y canteras,2009.0,101.21951219512195
Actividades de apoyo para otras actividades de explotación de minas y canteras,2010.0,109.14634146341464
Actividades de apoyo para otras actividades de explotación de minas y canteras,2011.0,127.90697674418605
Actividades de apoyo para otras actividades de explotación de minas y canteras,2012.0,119.89247311827957
Actividades de apoyo para otras actividades de explotación de minas y canteras,2013.0,104.51977401129943
Actividades de apoyo para otras actividades de explotación de minas y canteras,2014.0,96.15384615384616
Actividades de apoyo para otras actividades de explotación de minas y canteras,2015.0,100.0
Actividades de apoyo para otras actividades de explotación de minas y canteras,2016.0,111.76470588235294
Actividades de apoyo para otras actividades de explotación de minas y canteras,2017.0,105.58659217877096
Actividades de apoyo para otras actividades de explotación de minas y canteras,2018.0,111.04972375690608
Actividades de apoyo para otras actividades de explotación de minas y canteras,2019.0,97.19101123595506
Actividades de apoyo para otras actividades de explotación de minas y canteras,2020.0,107.43243243243244
Actividades de apoyo para otras actividades de explotación de minas y canteras,2021.0,150.0
Actividades de apoyo para otras actividades de explotación de minas y canteras,2022.0,260.7361963190184
Actividades de apoyo para otras actividades de explotación de minas y canteras,,214.7239263803681
